links,names,reviews,scores,addresses,descriptions,latitude_longitude,DEST
https://www.booking.com/hotel/vn/hanoi-legacy-18-bat-su.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from=searchresults#hotelTmpl,Serene Boutique Hotel & Spa,,"8,7","16-18 Bat Su, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Serene Boutique Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Nằm trong bán kính chỉ 5 phút đi bộ từ Hồ Hoàn Kiếm, Serene Boutique Hotel & Spa cung cấp các phòng nghỉ hiện đại có máy điều hòa và Wi-Fi miễn phí.
Nằm trong Khu Phố Cổ, Serene Boutique Hotel & Spa cách Lăng Chủ tịch Hồ Chí Minh 10 phút lái xe và sân bay quốc tế Nội Bài 40 phút lái xe.
Nổi bật với sàn gỗ và các điểm nhấn màu nâu đậm, các phòng nghỉ tại đây được trang bị TV màn hình phẳng, tủ lạnh mini và ấm đun nước điện.Phòng tắm riêng đi kèm vòi sen và đồ vệ sinh cá nhân miễn phí. Một số phòng có cửa sổ vách kính.
Nhà hàng trong khuôn viên của khách sạn cho tầm nhìn ra Khu Phố Cổ và phục vụ các món ăn Á-Âu. Khách sạn cung cấp dịch vụ phòng 24 giờ.
Du khách có thể sắp xếp các chuyến đi trong ngày tại bàn đặt tour, nơi cũng có dịch vụ đặt vé. Trong số các tiện nghi phục vụ khách còn có trung tâm dịch vụ doanh nhân và phòng giữ hành lý.","21.03528008,105.84742695",-3714993
https://www.booking.com/hotel/vn/trung-nam-hai-1.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Phoenix Palace Hotel Hanoi,,"8,2","27 Phu Doan Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Phoenix Palace Hotel Hanoi! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Nằm trong Khu Phố Cổ sôi động của thành phố Hà Nội, Phoenix Palace Hotel Hanoi cung cấp các phòng rộng rãi với cửa sổ lớn và Wi-Fi miễn phí.
Phoenix Palace Hotel Hanoi tọa lạc tại một vị trí thuận tiện nằm trong bán kính 300 m từ Nhà thờ Lớn Hà Nội và 5 phút lái xe từ Hồ Hoàn Kiếm cũng như Chợ Đêm Hà Nội. Sân bay quốc tế Nội Bài cách đó 35 phút lái xe.
Các phòng nghỉ cách âm tại đây nhìn ra cảnh thành phố đồng thời có TV màn hình phẳng, máy pha trà/cà phê và tủ lạnh. Toàn bộ các phòng đều bao gồm phòng tắm riêng trong khi một số phòng chọn lọc còn có ban công riêng.
Phoenix Palace Hotel Hanoi cung cấp dịch vụ hỗ trợ việc đi lại bao gồm cả sắp xếp tour du lịch hàng ngày và đặt vé máy bay. Các dịch vụ khác bao gồm cho thuê xe hơi và thu đổi ngoại tệ. Dịch vụ phòng cũng sẵn sàng phục vụ quý khách 24 giờ mỗi ngày.","21.02943687,105.84784269",-3714993
https://www.booking.com/hotel/vn/rising-dragon-3.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from=searchresults#hotelTmpl,Rising Dragon Estate Hotel,,"7,8","17 Nguyen Van To Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Rising Dragon Estate Hotel! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Rising Dragon Estate Hotel nằm trong Khu Phố Cổ của Hà Nội, cách Hồ Hoàn Kiếm 5 phút lái xe. Nơi này cung cấp các phòng máy lạnh với bếp và TV màn hình phẳng. Wi-Fi miễn phí cũng có cho khách.
Rising Dragon Estate Hotel cách Văn Miếu 5 phút lái xe và cách Sân bay Quốc tế Nội Bài 45 phút lái xe.
Mỗi phòng ấm cúng tại khách sạn đều được trang bị lò vi sóng và tủ lạnh. Máy sấy tóc và đồ dùng vệ sinh cá nhân có trong phòng tắm riêng.
Khách có thể thuê xe hơi hoặc sắp xếp việc đi tham quan tại bàn bán tour. Dịch vụ trợ giúp đặc biệt và thu đổi ngoại tệ cũng được cung cấp theo yêu cầu.
Nhà hàng ngay trong khuôn viên khách sạn phục vụ bữa sáng tự chọn mỗi ngày. Các món ăn địa phương và quốc tế được cung cấp tại đây.","21.03185179,105.84629640",-3714993
https://www.booking.com/hotel/vn/meracus.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from=searchresults#hotelTmpl,Hanoi Media Hotel & Spa,,"8,7","11 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Hanoi Media Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Hanoi Media Hotel & Spa chào đón quý khách với các phòng gắn máy điều hòa thanh lịch ở thành phố Hà Nội, thủ đô của Việt Nam. Khách sạn có nhà hàng trong nhà, quán bar trên tầng thượng và WiFi miễn phí trong toàn khuôn viên.
Tọa lạc tại khu vực khu phố cổ của Hà Nội, Hanoi Media Hotel & Spa cách 1 phút đi bộ ngắn ra Hồ Hoàn Kiếm nổi tiếng và 15 phút đi bộ từ Nhà thờ Lớn cũng như Nhà hát Lớn. Sân bay gần nhất là sân bay quốc tế Nội Bài, cách chỗ nghỉ 45 phút lái xe.
Tất cả phòng nghỉ rộng rãi tại đây đều được trang bị sàn gỗ cứng, tủ quần áo, két an toàn, TV truyền hình cáp màn hình phẳng, minibar và ấm đun nước điện. Một số phòng bao gồm ban công riêng mở ra quang cảnh thành phố. Phòng tắm riêng có bồn tắm/vòi sen, máy sấy tóc và đồ vệ sinh cá nhân miễn phí.
Với lễ tân 24 giờ, Hanoi Media Hotel & Spa cũng cung cấp máy tính và bàn đặt tour. Nhân viên tại đây có thể hỗ trợ khách với hàng loạt dịch vụ, bao gồm đặt vé, thu đổi ngoại tệ và giữ hành lý. Các dịch vụ đưa đón sân bay, cho thuê xe máy và xe hơi được bố trí kèm phụ phí.","21.03194793,105.85414857",-3714993
https://www.booking.com/hotel/vn/hanoi-garden-amp-spa.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from=searchresults#hotelTmpl,Hanoi Garden Hotel & Spa,,"9,3","3b - 5 Phố Chả Cá Hanoi Garden Hotel & Spa, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Hanoi Garden Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Tọa lạc tại thành phố Hà Nội, cách Ô Quan Chưởng 500 m, Hanoi Garden Hotel & Spa có dịch vụ tiền sảnh, phòng nghỉ, khu vườn, WiFi miễn phí và sân hiên. Khách sạn 4 sao này có bàn đặt tour. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ.
Phòng nghỉ gắn máy điều hòa tại khách sạn có bàn làm việc, ấm đun nước, tủ lạnh, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh. Các phòng nghỉ được bố trí tủ để quần áo.","21.03590900,105.84924500",-3714993
https://www.booking.com/hotel/vn/o-39-gallery-classy-amp-spa.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,San Grand Hotel - former Lucien Hanoi Hotel & Spa,,"9,4","No 2 Cho Cau Go , Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại San Grand Hotel - former Lucien Hanoi Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Nằm ở trung tâm thành phố Hà Nội, cách Nhà hát múa rối nước Thăng Long 100 m, San Grand Hotel - former Lucien Hanoi Hotel & Spa có sảnh khách chung, nhà hàng cũng như quầy bar. Khách sạn 4 sao này có dịch vụ tiền sảnh và bàn đặt tour. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và WiFi miễn phí.
Phòng nghỉ gắn máy điều hòa tại San Grand Hotel - former Lucien Hanoi Hotel & Spa có bàn làm việc, ấm đun nước, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi sen. Các phòng được trang bị ga trải giường và khăn tắm.
Du khách có thể thưởng thức bữa sáng buffet, bữa sáng kiểu lục địa hoặc bữa sáng kiểu Ý tại chỗ nghỉ.","21.03270172,105.85292442",-3714993
https://www.booking.com/hotel/vn/hanoi-emerald-waters-valley.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hanoi Emerald Waters Hotel Valley,,"9,3","22 Lò Sũ, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Hanoi Emerald Waters Hotel Valley! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Với sảnh khách chung, sân hiên cũng như quầy bar, Hanoi Emerald Waters Hotel Valley tọa lạc ở trung tâm thành phố Hà Nội, cách Nhà hát Múa rối nước Thăng Long 300 m. Khách sạn 4 sao này có bàn đặt tour và phòng giữ hành lý. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và Wi-Fi miễn phí trong toàn bộ khuôn viên.
Các căn gắn máy điều hòa tại khách sạn được bố trí khu vực ghế ngồi, TV màn hình phẳng với các kênh truyền hình vệ tinh, két an toàn và phòng tắm riêng đi kèm vòi xịt/chậu rửa vệ sinh, đồ vệ sinh cá nhân miễn phí cùng máy sấy tóc. Tất cả các phòng đều được trang bị bàn làm việc và ấm đun nước.
Chỗ nghỉ phục vụ bữa sáng buffet, bữa sáng kiểu lục địa hoặc bữa sáng đầy đủ kiểu Anh/Ai-len hằng ngày. Tại Hanoi Emerald Waters Hotel Valley có các nhà hàng phục vụ ẩm thực Pháp, Việt Nam và kiểu Á. Du khách cũng có thể yêu cầu các món ăn kiêng gluten, các món không chứa sữa và đồ ăn chay.","21.03134900,105.85539300",-3714993
https://www.booking.com/hotel/vn/golden-sail.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from=searchresults#hotelTmpl,Golden Sail Hotel & Spa,,"8,8","55 Hang Buom, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Golden Sail Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Nằm ở vị trí tuyệt đẹp tại thành phố Hà Nội, Golden Sail Hotel & Spa cung cấp phòng nghỉ gắn máy điều hòa với WiFi miễn phí, chỗ đỗ xe riêng miễn phí và dịch vụ phòng. Khách sạn 4 sao này có dịch vụ tiền sảnh, bàn đặt tour, sảnh khách chung, lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ cho khách.
Tất cả phòng nghỉ tại khách sạn đều được bố trí máy điều hòa, khu vực ghế ngồi, TV truyền hình cáp màn hình phẳng, két an toàn và phòng tắm riêng đi kèm vòi xịt/chậu rửa vệ sinh, đồ vệ sinh cá nhân miễn phí cùng máy sấy tóc. Trong phòng được trang bị ấm đun nước và tủ lạnh. Một số phòng có sân hiên trong khi các phòng còn lại nhìn ra quang cảnh thành phố.
Chỗ nghỉ phục vụ bữa sáng buffet, bữa sáng à la carte hoặc bữa sáng kiểu lục địa.
Các điểm tham quan nổi tiếng gần Golden Sail Hotel & Spa bao gồm Ô Quan Chưởng, Nhà hát múa rối nước Thăng Long và Hồ Hoàn Kiếm. Sân bay gần nhất là sân bay quốc tế Nội Bài, cách đó 23 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.","21.03569700,105.85147800",-3714993
https://www.booking.com/hotel/vn/the-art-classic-59-phu-doan.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Art Classic hotel 59 Phủ Doãn,,,"59 Phố Phủ Doãn, hàng trống, hoàn kiếm. hà nội, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Well located in Hanoi, The Art Classic hotel 59 Phủ Doãn provides express check-in and check-out and free private parking. This 1-star hotel offers room service and a 24-hour front desk. The accommodation features airport transfers, while a bicycle rental service is also available.
At the hotel, each room has a desk, a flat-screen TV, a private bathroom, bed linen and towels. The rooms include a kettle, while selected rooms come with a balcony and others also offer city views. Guest rooms will provide guests with a fridge.","21.02874400,105.84783200",-3714993
https://www.booking.com/hotel/vn/flora-centre-amp-spa.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Flora Centre Hotel & Spa,,"9,1","14A Phố Lương Văn Can, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Flora Centre Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Tọa lạc tại thành phố Hà Nội, cách Nhà hát múa rối nước Thăng Long 400 m, Flora Centre Hotel & Spa có dịch vụ tiền sảnh, phòng nghỉ không gây dị ứng, trung tâm thể dục, WiFi miễn phí và sảnh khách chung. Khách sạn 4 sao này cung cấp dịch vụ lễ tân 24 giờ và bàn đặt tour. Hồ Hoàn Kiếm và trung tâm thành phố đều nằm trong bán kính 600 m từ chỗ nghỉ.
Phòng nghỉ gắn máy điều hòa tại Flora Centre Hotel & Spa có bàn làm việc, ấm đun nước, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng đi kèm vòi xịt/chậu rửa vệ sinh. Mỗi phòng đều được trang bị ga trải giường và khăn tắm.","21.03337100,105.85008500",-3714993
https://www.booking.com/hotel/vn/luxury-old-quarter.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Luxury Old Quarter Hotel & Gym,,"9,0","67 Hang Bo St, Hoan Kiem Dist, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Luxury Old Quarter Hotel & Gym! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Nằm gần Hồ Hoàn Kiếm, Luxury Old Quarter Hotel & Gym cung cấp chỗ nghỉ với trung tâm thể dục và truy cập Wi-Fi miễn phí trong toàn khuôn viên.
Khách sạn cách Chợ Đồng Xuân, Đền Ngọc Sơn và Tử Cấm Thành 500 m. Nằm trong bán kính khoảng 21 km từ Sân bay Quốc tế Nội Bài, chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản chi phí.
Các phòng máy lạnh được trang bị TV truyền hình cáp màn hình phẳng, két an toàn laptop và ấm đun nước. Phòng tắm riêng đi kèm áo choàng tắm và dép. Nhân viên lễ tân 24 giờ có thể hỗ trợ khách với dịch vụ thu đổi ngoại tệ, giữ hành lý và đặt vé.
Du khách có thể thưởng thức bữa sáng kiểu lục địa tại nhà hàng trong khuôn viên.","21.03383400,105.84867875",-3714993
https://www.booking.com/hotel/vn/madelise-palace-amp-spa.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5dde7c28e65a0195&srepoch=1682185170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Madelise Palace Hotel & Spa,,"9,1","116-118 Hang Buom Str, Hoan Kiem Dist.,, Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Madelise Palace Hotel & Spa! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Tọa lạc ở thành phố Hà Nội, Madelise Palace Hotel & Spa có xe đạp miễn phí, sân hiên, nhà hàng và quầy bar. Khách sạn 4 sao này có máy ATM và dịch vụ tiền sảnh. Chỗ nghỉ có dịch vụ phòng, lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ.
Phòng gắn máy điều hòa tại khách sạn được trang bị bàn làm việc, ấm đun nước, tủ lạnh, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng đi kèm vòi sen. Mỗi phòng tại Madelise Palace Hotel & Spa đều có ga trải giường và khăn tắm.
Chỗ nghỉ phục vụ bữa sáng buffet.","21.03558300,105.85178100",-3714993
https://www.booking.com/hotel/vn/hanoi-boutique-hang-bac.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=52e47c3e945b0491&srepoch=1682185213&from=searchresults#hotelTmpl,Lavender Central Hotel & Spa Hanoi,,"8,6","37 - 39 Hang Bac , Quận Hoàn Kiếm, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại Lavender Central Hotel & Spa Hanoi! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Oriental Central Hotel chào đón du khách với nước cam tươi mát và nằm trong bán kính chỉ 3 phút đi bộ từ Hồ Hoàn Kiếm đẹp như tranh vẽ và Cầu Thê Húc. Khách sạn thanh lịch này có lễ tân 24 giờ và truy cập Wi-Fi miễn phí ở tất cả các khu vực.
Tọa lạc tại trung tâm của Khu Phố Cổ Hà Nội, nơi nghỉ này nằm trong bán kính chỉ 5 phút lái xe từ các di tích lịch sử như Quảng trường Ba Đình và Lăng Chủ tịch Hồ Chí Minh. Sân bay quốc tế Nội Bài cách đó 45 phút lái xe.
Với sự pha trộn giữa phong cách trang trí truyền thống với các tiện nghi hiện đại, các phòng gắn điều hòa tại đây được trang bị TV truyền hình cáp màn hình phẳng, khu vực ghế ngồi và ấm đun nước điện. Phòng tắm riêng đi kèm với đồ vệ sinh cá nhân miễn phí và máy sấy tóc.
Quý khách có thể đi quanh khu vực một cách dễ dàng với dịch vụ cho thuê xe hơi và xe đạp. Trung tâm dịch vụ doanh nhân và bàn đặt tour cũng nằm trong số các tiện nghi của khách sạn. Nơi nghỉ này cũng cung cấp dịch vụ đưa đón sân bay kèm phụ phí nhằm tạo thuận tiện cho du khách.","21.03368937,105.85310921",-3714993
https://www.booking.com/hotel/vn/flower-boutique.vi.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEquAEXyAEM2AEB6AEBiAIBqAIDuALaso2iBsACAdICJGE2NjBlNzUxLTRkZDItNDczOS05ZGFkLTMyMGZiYjRhMDRhYtgCBeACAQ&sid=48dd7fba686d5ac7acce41004f8c6374&aid=304142&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=52e47c3e945b0491&srepoch=1682185213&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Flower Boutique Hotel & Travel,,"9,3","055 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội, Việt Nam","Bạn đủ điều kiện nhận giảm giá Genius tại The Flower Boutique Hotel & Travel! Để tiết kiệm tại chỗ nghỉ này, bạn chỉ cần đăng nhập.
Cung cấp chỗ nghỉ 4 sao, The Flower Boutique Hotel & Spa tọa lạc tại thành phố Hà Nội, nằm cách Đền Quán Thánh cũng như Ô Quan Chưởng 1,1 km. Khách sạn 4 sao này có Wi-Fi miễn phí, quầy lễ tân 24 giờ và bàn đặt tour. Một số phòng tại chỗ nghỉ có ban công nhìn ra quang cảnh thành phố.
Phòng nghỉ gắn máy điều hòa tại khách sạn có bàn làm việc, ấm đun nước, tủ lạnh, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh. Một số phòng tại đây được trang bị bếp với lò nướng, lò vi sóng và bếp nấu. Các phòng tại The Flower Boutique Hotel & Spa đi kèm ga trải giường và khăn tắm.
Chỗ nghỉ phục vụ bữa sáng buffet, bữa sáng kiểu lục địa hoặc bữa sáng đầy đủ kiểu Anh/Ailen.
Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Hồ Tây, Hồ Hoàn Kiếm và Hoàng Thành. Sân bay gần nhất là sân bay quốc tế Nội Bài, cách The Flower Boutique Hotel & Spa 22 km.","21.04214600,105.84560900",-3714993
